Moment,Reaction,Offensiveness,Responsibility
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Hang your head in shame.,-0.08,0.58
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Start updating your resume.,0.24,0.55
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Start mentally drafting your letter of resignation.,0.02,-0.74
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Call your mom.,-0.61,-0.20
An unknown co-worker always leaves used tissues on the conference table.,Growl like a dog.,1.24,-0.70
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Bring coffee for everything with a special ingredient: laxatives.,2.76,-1.06
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Open mouth. Insert both feet.,1.27,-0.11
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Avoid eye contact and back away slowly.,1.52,0.10
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Bring coffee for everything with a special ingredient: laxatives.,2.51,-1.07
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Start a slow clap.,0.30,-0.47
You discover that your starting salary is lower than your colleague's despite having the same job title.,Accept it and move on.,-0.71,5.74
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Eat your co-workers' lunches until you forget your shame.,2.42,-0.82
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Call your mom.,-0.48,-0.17
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Growl like a dog.,2.95,-0.84
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Post passive-aggressive sticky notes.,1.23,-0.74
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Accept it and move on.,-0.96,5.97
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Eat your co-workers' lunches until you forget your shame.,0.91,-0.80
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Bring in donuts.,-0.34,0.03
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Claim you were hacked.,-0.29,-0.71
You get nervous and fake a British accent during your interview--and you get hired.,Start mentally drafting your letter of resignation.,0.10,0.59
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Claim it was your identical twin.,0.95,-0.90
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Put up your dukes and threaten to fight.,0.66,-0.62
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Go take an emergency shower because you feel unclean.,-0.19,1.80
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Play dead.,0.56,-0.63
Your boss tells you that rainbow flags are unprofessional.,Curl up into the fetal position.,0.06,-0.62
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Blame it on someone who already quit.,0.39,-0.64
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Write your local congressperson.,-0.20,-0.95
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Claim it was your identical twin.,-0.30,-0.77
You call your father at home late at night and your boss answers.,Pretend you don't speak English.,0.46,0.77
"You suggest a meeting over coffee, and your boss assumes it's a date.",Make a run for the border.,0.59,-0.60
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Call security.,0.12,-0.56
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Pretend you don't speak English.,0.83,-0.89
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Start mentally drafting your letter of resignation.,-0.07,-0.37
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Stroke their ego. A little brown-nosing never hurts.,2.34,0.89
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Speak up and voice the truth!,-0.15,3.14
"You refer to your new colleague as ""sir"" and she corrects you.",Start mentally drafting your letter of resignation.,-0.44,-0.44
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Bring coffee for everything with a special ingredient: laxatives.,4.22,-0.55
You get nervous and fake a British accent during your interview--and you get hired.,Eat your co-workers' lunches until you forget your shame.,-0.10,-0.75
Your boss is in the bathroom stall next to you and starts a conversation.,Hang your head in shame.,-0.51,0.28
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Eat your co-workers' lunches until you forget your shame.,0.82,-0.39
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Call security.,2.04,0.01
You call your father at home late at night and your boss answers.,Post passive-aggressive sticky notes.,0.80,-0.31
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Avoid eye contact and back away slowly.,1.54,-0.18
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Rant about it on Twitter.,0.43,0.06
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Speak up and voice the truth!,0.64,3.59
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Tell them the devil made you do it.,1.15,-0.42
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Speak up and voice the truth!,-0.39,2.52
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Open mouth. Insert both feet.,0.38,-0.19
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Claim it was your identical twin.,1.31,-0.36
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Hide in the bathroom until it all blows over.,-0.54,3.31
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Laugh out loud and then abruptly stop.,-0.24,2.84
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Stroke their ego. A little brown-nosing never hurts.,0.25,1.12
You accidentally sit on ketchup at lunch.,Eat your co-workers' lunches until you forget your shame.,0.24,-0.54
A disgruntled co-worker calls you retarded during a heated debate.,Order a solution from Amazon.,-0.21,-0.77
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Go take an emergency shower because you feel unclean.,-0.12,0.53
Your boss refers to the custodian as Juan. His name is John.,"Say, ""I'll be right back."" Lie.",-0.09,0.11
"You refer to your new colleague as ""sir"" and she corrects you.",Accept it and move on.,0.78,4.88
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Laugh out loud and then abruptly stop.,2.40,0.03
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Make a run for the border.,-0.20,-0.63
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Laugh out loud and then abruptly stop.,0.46,0.11
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Order a solution from Amazon.,-0.54,0.35
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Correct them instantly--do not hold back.,2.91,-0.82
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Growl like a dog.,0.42,-0.20
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Correct them instantly--do not hold back.,1.67,-0.69
Your boss is the horrible blind date that your friend still complains about...,Call your mom.,-0.42,0.56
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Curl up into the fetal position.,-0.45,-0.97
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Blame it on someone who already quit.,0.46,-0.70
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Deny it ever happened.,2.00,-0.13
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Call security.,2.36,-0.58
Your boss tells you that rainbow flags are unprofessional.,Stroke their ego. A little brown-nosing never hurts.,0.96,-0.03
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Pretend you don't speak English.,1.06,0.06
You call your father at home late at night and your boss answers.,Go take an emergency shower because you feel unclean.,0.10,0.48
You start telling a joke and realize halfway through you've forgotten the punch line.,Eat your co-workers' lunches until you forget your shame.,-0.36,-0.63
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Claim it was your identical twin.,0.03,-0.14
Your boss is in the bathroom stall next to you and starts a conversation.,Make crazy eyes until they wet their pants.,0.94,-0.35
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Accept it and move on.,1.39,3.67
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Accept it and move on.,-0.45,4.61
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.","Say, ""I'll be right back."" Lie.",1.14,0.08
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Call security.,0.65,-0.50
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Call your mom.,-0.74,-0.15
An unknown co-worker always leaves used tissues on the conference table.,Blame it on someone who already quit.,0.26,0.22
A disgruntled co-worker calls you retarded during a heated debate.,Deny it ever happened.,0.62,0.52
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Claim you were hacked.,0.56,-0.08
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Fake a heart attack.,0.63,-0.90
Your boss refers to the custodian as Juan. His name is John.,Channel your inner Wonder Woman.,-0.02,-0.35
Your boss tells you that rainbow flags are unprofessional.,Make crazy eyes until they wet their pants.,1.98,-0.64
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Bring coffee for everything with a special ingredient: laxatives.,3.27,-1.12
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Fake a heart attack.,3.70,-0.53
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Tell them the devil made you do it.,1.95,0.09
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Pretend you don't speak English.,3.21,-0.30
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Growl like a dog.,2.05,-0.75
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Hide in the bathroom until it all blows over.,-0.54,1.07
"You suggest a meeting over coffee, and your boss assumes it's a date.",Rant about it on Twitter.,1.55,-0.21
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Rant about it on Twitter.,2.37,-0.44
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Speak up and voice the truth!,0.74,0.76
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Eat your co-workers' lunches until you forget your shame.,3.04,-0.69
Your boss is in the bathroom stall next to you and starts a conversation.,Deny it ever happened.,1.08,0.75
You accidentally sit on ketchup at lunch.,Hang your head in shame.,-0.56,0.99
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Post passive-aggressive sticky notes.,3.10,-0.78
Your boss is in the bathroom stall next to you and starts a conversation.,Rant about it on Twitter.,2.15,-0.46
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Speak up and voice the truth!,1.69,1.24
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Speak up and voice the truth!,1.05,1.96
Your boss tells you that rainbow flags are unprofessional.,Avoid eye contact and back away slowly.,1.93,-0.61
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Make a run for the border.,1.22,-0.68
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Start a slow clap.,-0.96,0.86
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Sneak out the fire escape.,2.10,-0.42
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Write your local congressperson.,-0.06,-0.99
You call your father at home late at night and your boss answers.,Rant about it on Twitter.,0.85,0.07
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Speak up and voice the truth!,0.70,2.55
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Curl up into the fetal position.,0.02,-0.01
An unknown co-worker always leaves used tissues on the conference table.,Channel your inner Wonder Woman.,-0.42,-0.53
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Claim it was your identical twin.,0.68,-0.22
Your boss is the horrible blind date that your friend still complains about...,Avoid eye contact and back away slowly.,1.86,-0.20
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Start updating your resume.,-0.59,2.18
You get nervous and fake a British accent during your interview--and you get hired.,Start updating your resume.,0.30,1.28
"You refer to your new colleague as ""sir"" and she corrects you.",Speak up and voice the truth!,1.02,0.36
"You refer to your new colleague as ""sir"" and she corrects you.",Laugh out loud and then abruptly stop.,4.50,-0.38
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Sneak out the fire escape.,0.39,-0.73
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Deny it ever happened.,3.70,-0.65
Your boss tells you that rainbow flags are unprofessional.,Pretend you don't speak English.,2.21,-0.42
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Bring coffee for everything with a special ingredient: laxatives.,3.46,-1.12
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Bring coffee for everything with a special ingredient: laxatives.,2.76,-0.81
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Tell them the devil made you do it.,0.88,0.32
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Speak up and voice the truth!,2.85,1.20
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Eat your co-workers' lunches until you forget your shame.,1.70,-0.97
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Start updating your resume.,-0.27,2.15
"You suggest a meeting over coffee, and your boss assumes it's a date.",Accept it and move on.,0.01,2.73
"You refer to your new colleague as ""sir"" and she corrects you.",Start a slow clap.,4.32,-0.45
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Avoid eye contact and back away slowly.,2.44,0.06
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Call security.,2.70,-1.02
"You refer to your new colleague as ""sir"" and she corrects you.",Deny it ever happened.,2.47,0.39
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Avoid eye contact and back away slowly.,1.60,-0.50
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Order a solution from Amazon.,0.11,-0.12
Your boss is in the bathroom stall next to you and starts a conversation.,Bring in donuts.,-0.31,-0.59
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Order a solution from Amazon.,0.53,0.54
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Write your local congressperson.,1.32,-0.23
"You refer to your new colleague as ""sir"" and she corrects you.",Tell them the devil made you do it.,2.63,0.23
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Make crazy eyes until they wet their pants.,3.06,-0.56
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Write your local congressperson.,2.51,1.80
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Deny it ever happened.,0.87,0.34
An unknown co-worker always leaves used tissues on the conference table.,Rant about it on Twitter.,1.63,0.81
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Order a solution from Amazon.,0.26,0.84
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Make crazy eyes until they wet their pants.,1.25,-0.23
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Start a slow clap.,2.84,0.39
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Stroke their ego. A little brown-nosing never hurts.,-0.09,0.63
You get nervous and fake a British accent during your interview--and you get hired.,Growl like a dog.,0.28,-0.07
You call your father at home late at night and your boss answers.,Correct them instantly--do not hold back.,0.60,1.06
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Avoid eye contact and back away slowly.,1.51,-0.33
Your boss is in the bathroom stall next to you and starts a conversation.,Growl like a dog.,0.61,-0.47
Your boss refers to the custodian as Juan. His name is John.,Hide in the bathroom until it all blows over.,1.21,0.98
A disgruntled co-worker calls you retarded during a heated debate.,Hang your head in shame.,1.14,2.13
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Curl up into the fetal position.,2.00,0.03
You get nervous and fake a British accent during your interview--and you get hired.,Pretend you don't speak English.,1.05,-0.27
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Rant about it on Twitter.,1.02,-0.32
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Go take an emergency shower because you feel unclean.,1.91,0.31
You get nervous and fake a British accent during your interview--and you get hired.,Curl up into the fetal position.,0.93,-0.09
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Blame it on someone who already quit.,1.08,-0.10
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Write your local congressperson.,0.97,1.48
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Bring coffee for everything with a special ingredient: laxatives.,1.92,-0.45
"You refer to your new colleague as ""sir"" and she corrects you.",Call your mom.,0.05,-0.02
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Order a solution from Amazon.,1.97,2.73
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Call your mom.,-0.53,1.69
Your boss tells you that rainbow flags are unprofessional.,Blame it on someone who already quit.,3.03,-0.30
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Start updating your resume.,0.73,0.59
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Ask for a raise.,0.36,0.21
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Channel your inner Wonder Woman.,1.12,1.35
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Write your local congressperson.,0.15,-0.01
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Start mentally drafting your letter of resignation.,-0.15,2.70
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Call security.,2.05,1.32
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Laugh out loud and then abruptly stop.,4.59,0.11
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Hide in the bathroom until it all blows over.,0.52,0.51
An unknown co-worker always leaves used tissues on the conference table.,Speak up and voice the truth!,0.07,4.20
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Tell them the devil made you do it.,0.50,0.28
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Rant about it on Twitter.,0.68,1.17
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Pretend you don't speak English.,1.87,0.61
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Claim it was your identical twin.,0.11,-0.26
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Claim you were hacked.,0.36,-0.14
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Tell them the devil made you do it.,1.74,-0.04
An unknown co-worker always leaves used tissues on the conference table.,Put up your dukes and threaten to fight.,1.77,0.33
"You suggest a meeting over coffee, and your boss assumes it's a date.",Claim you were hacked.,1.09,0.51
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Bring in donuts.,1.33,1.57
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Post passive-aggressive sticky notes.,1.57,-0.06
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Post passive-aggressive sticky notes.,1.76,-0.06
Your boss refers to the custodian as Juan. His name is John.,Make a run for the border.,4.00,-0.16
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Rant about it on Twitter.,1.92,1.85
Your boss is the horrible blind date that your friend still complains about...,Bring in donuts.,-0.49,1.49
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Deny it ever happened.,3.05,0.41
An unknown co-worker always leaves used tissues on the conference table.,Deny it ever happened.,-0.29,0.43
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Deny it ever happened.,0.05,1.08
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Accept it and move on.,-0.16,4.29
Your boss refers to the custodian as Juan. His name is John.,Call security.,3.08,-0.69
An unknown co-worker always leaves used tissues on the conference table.,Hide in the bathroom until it all blows over.,-0.06,-0.07
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Go take an emergency shower because you feel unclean.,-0.28,0.07
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Hide in the bathroom until it all blows over.,0.68,0.06
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Play dead.,-0.49,-0.01
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Go take an emergency shower because you feel unclean.,2.23,0.19
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Start a slow clap.,0.36,-0.15
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Hang your head in shame.,0.24,1.25
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Blame it on someone who already quit.,2.15,0.06
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Pretend you don't speak English.,3.66,0.26
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Bring in donuts.,-0.10,0.08
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Stroke their ego. A little brown-nosing never hurts.,1.98,0.92
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Correct them instantly--do not hold back.,-0.17,4.23
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Make a run for the border.,0.46,-0.46
Your boss is the horrible blind date that your friend still complains about...,Hang your head in shame.,0.59,0.37
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Hide in the bathroom until it all blows over.,6.01,0.06
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Start a slow clap.,1.24,0.22
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Call security.,0.31,-0.04
Your boss tells you that rainbow flags are unprofessional.,Start mentally drafting your letter of resignation.,0.59,4.10
An unknown co-worker always leaves used tissues on the conference table.,"Say, ""I'll be right back."" Lie.",-0.35,-0.26
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Eat your co-workers' lunches until you forget your shame.,2.54,0.24
You discover that your starting salary is lower than your colleague's despite having the same job title.,Bring coffee for everything with a special ingredient: laxatives.,3.41,-0.35
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""","Say, ""I'll be right back."" Lie.",2.11,-0.00
You accidentally sit on ketchup at lunch.,Bring in donuts.,-0.74,0.18
Your boss is in the bathroom stall next to you and starts a conversation.,Laugh out loud and then abruptly stop.,2.73,0.26
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Put up your dukes and threaten to fight.,3.86,-0.02
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Correct them instantly--do not hold back.,3.03,-0.33
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Make crazy eyes until they wet their pants.,3.34,-0.72
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Start updating your resume.,-0.74,0.58
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Accept it and move on.,1.16,0.34
You get nervous and fake a British accent during your interview--and you get hired.,Claim you were hacked.,0.57,-0.13
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Accept it and move on.,-0.10,2.64
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Claim it was your identical twin.,1.08,-0.33
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Ask Siri what to do.,0.17,-0.29
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Stroke their ego. A little brown-nosing never hurts.,0.23,0.79
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Bring in donuts.,-0.78,0.51
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Claim you were hacked.,0.42,0.30
You get nervous and fake a British accent during your interview--and you get hired.,Bring in donuts.,-0.10,-0.26
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Start updating your resume.,0.22,0.48
"You suggest a meeting over coffee, and your boss assumes it's a date.",Tell them the devil made you do it.,1.74,-0.21
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Stroke their ego. A little brown-nosing never hurts.,0.37,1.52
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Start updating your resume.,0.09,0.78
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Open mouth. Insert both feet.,0.37,-0.04
"You refer to your new colleague as ""sir"" and she corrects you.",Make a run for the border.,1.90,-0.04
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Call security.,0.06,-0.36
You accidentally sit on ketchup at lunch.,Accept it and move on.,-0.69,3.06
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Claim you were hacked.,-0.83,-0.02
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Make a run for the border.,-0.30,-0.15
You discover that your starting salary is lower than your colleague's despite having the same job title.,Open mouth. Insert both feet.,-0.34,-0.15
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Claim you were hacked.,-0.60,0.85
"You suggest a meeting over coffee, and your boss assumes it's a date.",Correct them instantly--do not hold back.,0.40,3.63
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Post passive-aggressive sticky notes.,0.47,0.07
You discover that your starting salary is lower than your colleague's despite having the same job title.,Deny it ever happened.,0.00,1.88
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Growl like a dog.,0.47,-0.12
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Sneak out the fire escape.,-0.15,-0.15
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Curl up into the fetal position.,0.53,-0.05
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Sneak out the fire escape.,0.21,0.48
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Speak up and voice the truth!,0.22,1.32
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Sneak out the fire escape.,-0.06,0.30
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Eat your co-workers' lunches until you forget your shame.,0.09,0.14
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Order a solution from Amazon.,0.05,0.51
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Open mouth. Insert both feet.,-0.22,0.91
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Deny it ever happened.,0.98,0.63
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Sneak out the fire escape.,-0.05,0.88
"You refer to your new colleague as ""sir"" and she corrects you.",Avoid eye contact and back away slowly.,0.53,0.69
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Speak up and voice the truth!,-0.31,1.07
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Stroke their ego. A little brown-nosing never hurts.,0.51,0.44
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Hide in the bathroom until it all blows over.,0.37,1.10
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Rant about it on Twitter.,1.09,0.38
Your boss is the horrible blind date that your friend still complains about...,Start mentally drafting your letter of resignation.,-0.09,1.10
